regionno,regionname,year,gdpcap,sec.agriculture,sec.energy,sec.industry,sec.construction,sec.services.venta,sec.services.nonventa,school.illit,school.prim,school.med,school.high,school.post.high,popdens,invest
1.0,Spain (Espana),1955.0,2.3545416380057707,,,,,,,,,,,,,
1.0,Spain (Espana),1956.0,2.480148581292622,,,,,,,,,,,,,
1.0,Spain (Espana),1957.0,2.603613148754374,,,,,,,,,,,,,
1.0,Spain (Espana),1958.0,2.63710359749335,,,,,,,,,,,,,
1.0,Spain (Espana),1959.0,2.6698801388777316,,,,,,,,,,,,,
1.0,Spain (Espana),1960.0,2.8699657502292872,,,,,,,,,,,,,
1.0,Spain (Espana),1961.0,3.0474863539965145,19.540000915527344,4.710000038146973,26.420000076293945,6.269999980926514,36.619998931884766,6.440000057220459,,,,,,,
1.0,Spain (Espana),1962.0,3.2732791677266317,,,,,,,,,,,,,
1.0,Spain (Espana),1963.0,3.493501935063754,19.049999237060547,4.309999942779541,26.049999237060547,6.829999923706055,38.0,5.769999980926514,,,,,,,
1.0,Spain (Espana),1964.0,3.600114279221004,,,,,,,2863.2783203125,18679.095703125,1064.2457275390625,359.7457275390625,212.14341735839844,,18.360183715820312
1.0,Spain (Espana),1965.0,3.7007998412283993,16.15999984741211,4.309999942779541,27.010000228881836,7.639999866485596,38.400001525878906,6.480000019073486,2826.321533203125,18805.349609375,1129.0311279296875,377.9471435546875,218.0,,20.573060989379883
1.0,Spain (Espana),1966.0,3.8234790234319216,,,,,,,2789.842041015625,18959.24609375,1201.23583984375,398.7253723144531,224.3354034423828,,22.26300048828125
1.0,Spain (Espana),1967.0,3.9396602540178254,14.119999885559082,4.139999866485596,26.739999771118164,7.670000076293945,39.56999969482422,7.760000228881836,2753.833251953125,19178.095703125,1285.103515625,422.26788330078125,231.97500610351562,,22.634765625
1.0,Spain (Espana),1968.0,4.173736005672486,,,,,,,2718.2890625,19319.001953125,1487.3807373046875,447.3210754394531,236.0500030517578,,23.11261558532715
1.0,Spain (Espana),1969.0,4.410525738460886,12.8100004196167,4.130000114440918,26.770000457763672,7.840000152587891,40.060001373291016,8.390000343322754,2683.203857421875,19459.55859375,1696.1468505859375,474.941162109375,252.25,66.33999633789062,23.823501586914062
1.0,Spain (Espana),1970.0,4.5916882285864755,,,,,,,,,,,,,23.45126724243164
1.0,Spain (Espana),1971.0,4.769065876546433,,,,,,,,,,,,,21.700725555419922
1.0,Spain (Espana),1972.0,5.0742643215219765,,,,,,,,,,,,,23.083499908447266
1.0,Spain (Espana),1973.0,5.373536202268102,,,,,,,,,,,,,24.411067962646484
1.0,Spain (Espana),1974.0,5.506783654028537,,,,,,,,,,,,,25.054624557495117
1.0,Spain (Espana),1975.0,5.632604813105854,,,,,,,,,,,,,23.15032958984375
1.0,Spain (Espana),1976.0,5.697443552679146,,,,,,,,,,,,,22.43714141845703
1.0,Spain (Espana),1977.0,5.75949726905594,,,,,,,,,,,,,21.735496520996094
1.0,Spain (Espana),1978.0,5.716652367599213,,,,,,,,,,,,,21.069114685058594
1.0,Spain (Espana),1979.0,5.687232236799531,,,,,,,,,,,,,20.066621780395508
1.0,Spain (Espana),1980.0,5.710796845432555,,,,,,,,,,,,,19.907625198364258
1.0,Spain (Espana),1981.0,5.759925700636872,,,,,,,,,,,,,19.121850967407227
1.0,Spain (Espana),1982.0,5.825264349694731,,,,,,,,,,,,,19.204309463500977
1.0,Spain (Espana),1983.0,5.89353054191548,,,,,,,,,,,,,18.444690704345703
1.0,Spain (Espana),1984.0,6.004213204012023,,,,,,,,,,,,,16.782161712646484
1.0,Spain (Espana),1985.0,6.116395158721392,,,,,,,,,,,,,17.41063690185547
1.0,Spain (Espana),1986.0,6.496501139183448,,,,,,,,,,,,,17.960134506225586
1.0,Spain (Espana),1987.0,6.878177454321087,,,,,,,,,,,,,19.297977447509766
1.0,Spain (Espana),1988.0,7.242930504091466,,,,,,,,,,,,,20.825284957885742
1.0,Spain (Espana),1989.0,7.608540417023708,,,,,,,,,,,,,22.47564125061035
1.0,Spain (Espana),1990.0,7.794915564024119,,,,,,,,,,,,,23.356416702270508
1.0,Spain (Espana),1991.0,7.978435081606149,,,,,,,,,,,,,23.146408081054688
1.0,Spain (Espana),1992.0,7.834903964380713,,,,,,,,,,,,,22.43602752685547
1.0,Spain (Espana),1993.0,7.692087626191625,,,,,,,,,,,,,20.374860763549805
1.0,Spain (Espana),1994.0,7.889888777592564,,,,,,,,,,,,,20.257553100585938
1.0,Spain (Espana),1995.0,8.094829874221205,,,,,,,,,,,,,21.206729888916016
1.0,Spain (Espana),1996.0,8.324049922678343,,,,,,,,,,,,,
1.0,Spain (Espana),1997.0,8.670379542786883,,,,,,,,,,,,,
2.0,Andalucia,1955.0,1.6887318301425598,,,,,,,,,,,,,
2.0,Andalucia,1956.0,1.758497532896572,,,,,,,,,,,,,
2.0,Andalucia,1957.0,1.827620697239405,,,,,,,,,,,,,
2.0,Andalucia,1958.0,1.852756294309327,,,,,,,,,,,,,
2.0,Andalucia,1959.0,1.8780348471865183,,,,,,,,,,,,,
2.0,Andalucia,1960.0,2.0101399600114256,,,,,,,,,,,,,
2.0,Andalucia,1961.0,2.1291774737770237,27.719999313354492,2.7799999713897705,18.450000762939453,6.96999979019165,36.630001068115234,7.449999809265137,,,,,,,
2.0,Andalucia,1962.0,2.280348445714729,,,,,,,,,,,,,
2.0,Andalucia,1963.0,2.431019726088305,27.1299991607666,2.549999952316284,18.100000381469727,7.730000019073486,37.66999816894531,6.820000171661377,,,,,,,
2.0,Andalucia,1964.0,2.508854586817271,,,,,,,924.4030151367188,3028.127197265625,129.51210021972656,48.9593620300293,24.937973022460938,,17.4014949798584
2.0,Andalucia,1965.0,2.5846900275284073,24.520000457763672,2.6500000953674316,18.18000030517578,8.550000190734863,38.31999969482422,7.78000020980835,899.3489990234375,3036.81640625,136.17974853515625,51.777217864990234,25.75277328491211,,18.308963775634766
2.0,Andalucia,1966.0,2.694444348559452,,,,,,,874.7876586914062,3049.4423828125,143.5947265625,54.98322677612305,26.631202697753906,,18.42999267578125
2.0,Andalucia,1967.0,2.802342205379936,21.8700008392334,2.6500000953674316,18.219999313354492,8.539999961853027,39.08000183105469,9.649999618530273,850.7105712890625,3072.635986328125,152.23573303222656,58.61037826538086,27.67255401611328,,19.115657806396484
2.0,Andalucia,1968.0,2.9873607976543535,,,,,,,827.1092529296875,3086.955078125,174.59548950195312,62.49102783203125,28.29547119140625,,20.60848617553711
2.0,Andalucia,1969.0,3.1790917752572927,19.729999542236328,3.240000009536743,18.43000030517578,8.859999656677246,39.22999954223633,10.520000457763672,803.9754638671875,3100.572265625,197.27410888671875,66.77776336669922,30.383569717407227,68.51000213623047,22.05558967590332
2.0,Andalucia,1970.0,3.3543272653125893,,,,,,,,,,,,,23.313762664794922
2.0,Andalucia,1971.0,3.5229220658634364,,,,,,,,,,,,,22.317508697509766
2.0,Andalucia,1972.0,3.7562126501803057,,,,,,,,,,,,,22.12729263305664
2.0,Andalucia,1973.0,3.9877178123493735,,,,,,,,,,,,,21.80194854736328
2.0,Andalucia,1974.0,4.051842208727194,,,,,,,,,,,,,23.646896362304688
2.0,Andalucia,1975.0,4.11218219878026,,,,,,,,,,,,,22.757415771484375
2.0,Andalucia,1976.0,4.2217935640040345,,,,,,,,,,,,,21.530261993408203
2.0,Andalucia,1977.0,4.331690840842349,,,,,,,,,,,,,18.89835548400879
2.0,Andalucia,1978.0,4.305198689046433,,,,,,,,,,,,,19.81292724609375
2.0,Andalucia,1979.0,4.226935178816097,,,,,,,,,,,,,19.691680908203125
2.0,Andalucia,1980.0,4.211511206061661,,,,,,,,,,,,,20.923221588134766
2.0,Andalucia,1981.0,4.207012456541435,,,,,,,,,,,,,21.830726623535156
2.0,Andalucia,1982.0,4.249071536899056,,,,,,,,,,,,,22.18537712097168
2.0,Andalucia,1983.0,4.291630962582119,,,,,,,,,,,,,21.126863479614258
2.0,Andalucia,1984.0,4.358683337963707,,,,,,,,,,,,,19.924806594848633
2.0,Andalucia,1985.0,4.426592576507159,,,,,,,,,,,,,20.382495880126953
2.0,Andalucia,1986.0,4.663238917647414,,,,,,,,,,,,,19.372650146484375
2.0,Andalucia,1987.0,4.900671079886774,,,,,,,,,,,,,20.49320411682129
2.0,Andalucia,1988.0,5.159597170758132,,,,,,,,,,,,,23.358566284179688
2.0,Andalucia,1989.0,5.417737876371261,,,,,,,,,,,,,25.762292861938477
2.0,Andalucia,1990.0,5.585261162128901,,,,,,,,,,,,,28.31832504272461
2.0,Andalucia,1991.0,5.74921447527269,,,,,,,,,,,,,26.49245262145996
2.0,Andalucia,1992.0,5.641245358469009,,,,,,,,,,,,,24.318729400634766
2.0,Andalucia,1993.0,5.534918490085422,,,,,,,,,,,,,21.183673858642578
2.0,Andalucia,1994.0,5.638817288949809,,,,,,,,,,,,,20.268390655517578
2.0,Andalucia,1995.0,5.720722685538507,,,,,,,,,,,,,22.172574996948242
2.0,Andalucia,1996.0,5.995929612326166,,,,,,,,,,,,,
2.0,Andalucia,1997.0,6.300985537335316,,,,,,,,,,,,,
3.0,Aragon,1955.0,2.28877455736698,,,,,,,,,,,,,
3.0,Aragon,1956.0,2.445158622020383,,,,,,,,,,,,,
3.0,Aragon,1957.0,2.603398932963908,,,,,,,,,,,,,
3.0,Aragon,1958.0,2.639031757527983,,,,,,,,,,,,,
3.0,Aragon,1959.0,2.677092215770383,,,,,,,,,,,,,
3.0,Aragon,1960.0,2.8814623608516987,,,,,,,,,,,,,
3.0,Aragon,1961.0,3.09954297028416,25.06999969482422,6.909999847412109,21.65999984741211,6.800000190734863,32.849998474121094,6.710000038146973,,,,,,,
3.0,Aragon,1962.0,3.3591831864305512,,,,,,,,,,,,,
3.0,Aragon,1963.0,3.614181697249447,25.34000015258789,6.079999923706055,21.729999542236328,7.53000020980835,33.349998474121094,5.960000038146973,,,,,,,
3.0,Aragon,1964.0,3.680091297854631,,,,,,,77.66946411132812,722.28515625,36.21180725097656,14.249056816101074,8.341134071350098,,21.272478103637695
3.0,Aragon,1965.0,3.7452869911052202,21.020000457763672,6.269999980926514,23.600000381469727,8.289999961853027,34.22999954223633,6.599999904632568,75.80380249023438,723.77685546875,38.29935836791992,14.871756553649902,8.452472686767578,,22.76789665222168
3.0,Aragon,1966.0,3.8833191040004196,,,,,,,73.97335815429688,726.22314453125,40.62442398071289,15.585719108581543,8.575725555419922,,21.476425170898438
3.0,Aragon,1967.0,4.016138124179922,18.479999542236328,6.079999923706055,23.3799991607666,8.430000305175781,35.709999084472656,7.929999828338623,72.17754364013672,730.974853515625,43.327762603759766,16.39621353149414,8.741209983825684,,19.729175567626953
3.0,Aragon,1968.0,4.243644882154206,,,,,,,70.41575622558594,733.1019897460938,49.99372482299805,17.252737045288086,8.765982627868652,,20.584880828857422
3.0,Aragon,1969.0,4.4762209053551665,18.719999313354492,6.050000190734863,23.530000686645508,8.109999656677246,35.310001373291016,8.279999732971191,68.68743133544922,735.111572265625,56.83525466918945,18.19457244873047,9.22996997833252,24.040000915527344,23.63405990600586
3.0,Aragon,1970.0,4.5962580201694605,,,,,,,,,,,,,24.926958084106445
3.0,Aragon,1971.0,4.723721863507748,,,,,,,,,,,,,22.161314010620117
3.0,Aragon,1972.0,5.001285381910972,,,,,,,,,,,,,21.90011978149414
3.0,Aragon,1973.0,5.283490605641692,,,,,,,,,,,,,22.70714569091797
3.0,Aragon,1974.0,5.442373781877054,,,,,,,,,,,,,25.39490509033203
3.0,Aragon,1975.0,5.600971046497876,,,,,,,,,,,,,25.422359466552734
3.0,Aragon,1976.0,5.736575089873876,,,,,,,,,,,,,26.061880111694336
3.0,Aragon,1977.0,5.866395524827728,,,,,,,,,,,,,22.85999298095703
3.0,Aragon,1978.0,5.925021352716189,,,,,,,,,,,,,21.286657333374023
3.0,Aragon,1979.0,5.952799235095776,,,,,,,,,,,,,20.492244720458984
3.0,Aragon,1980.0,5.974721595308707,,,,,,,,,,,,,20.72980308532715
3.0,Aragon,1981.0,6.011139587210574,,,,,,,,,,,,,20.82062530517578
3.0,Aragon,1982.0,6.133604771544068,,,,,,,,,,,,,26.48906707763672
3.0,Aragon,1983.0,6.260854181171451,,,,,,,,,,,,,17.562376022338867
3.0,Aragon,1984.0,6.3728936159144265,,,,,,,,,,,,,18.101327896118164
3.0,Aragon,1985.0,6.495501320214314,,,,,,,,,,,,,19.533239364624023
3.0,Aragon,1986.0,6.926520924267174,,,,,,,,,,,,,18.325876235961914
3.0,Aragon,1987.0,7.358611825192803,,,,,,,,,,,,,19.599504470825195
3.0,Aragon,1988.0,7.802770288288168,,,,,,,,,,,,,20.082304000854492
3.0,Aragon,1989.0,8.242645307255962,,,,,,,,,,,,,22.157751083374023
3.0,Aragon,1990.0,8.458297629248786,,,,,,,,,,,,,22.210424423217773
3.0,Aragon,1991.0,8.668237820723098,,,,,,,,,,,,,22.017955780029297
3.0,Aragon,1992.0,8.46686626086743,,,,,,,,,,,,,22.86540412902832
3.0,Aragon,1993.0,8.256926941074871,,,,,,,,,,,,,21.559242248535156
3.0,Aragon,1994.0,8.573978514509248,,,,,,,,,,,,,21.921186447143555
3.0,Aragon,1995.0,8.846758243459458,,,,,,,,,,,,,20.666744232177734
3.0,Aragon,1996.0,9.096686835290363,,,,,,,,,,,,,
3.0,Aragon,1997.0,9.518708940302771,,,,,,,,,,,,,
4.0,Principado De Asturias,1955.0,2.5029278046674164,,,,,,,,,,,,,
4.0,Principado De Asturias,1956.0,2.6155384088781557,,,,,,,,,,,,,
4.0,Principado De Asturias,1957.0,2.725792639393767,,,,,,,,,,,,,
4.0,Principado De Asturias,1958.0,2.751856577529188,,,,,,,,,,,,,
4.0,Principado De Asturias,1959.0,2.7774208241004805,,,,,,,,,,,,,
4.0,Principado De Asturias,1960.0,2.9672951195724213,,,,,,,,,,,,,
4.0,Principado De Asturias,1961.0,3.1438873822741495,14.119999885559082,21.360000610351562,22.079999923706055,9.029999732971191,28.459999084472656,4.949999809265137,,,,,,,
4.0,Principado De Asturias,1962.0,3.373536080232657,,,,,,,,,,,,,
4.0,Principado De Asturias,1963.0,3.59725799604131,15.170000076293945,19.040000915527344,22.360000610351562,8.960000038146973,29.709999084472656,4.769999980926514,,,,,,,
4.0,Principado De Asturias,1964.0,3.672593527267879,,,,,,,29.01267433166504,668.60009765625,37.55399703979492,12.838385581970215,5.938287734985352,,21.04845428466797
4.0,Principado De Asturias,1965.0,3.743358831070587,12.100000381469727,18.469999313354492,24.40999984741211,9.5600004196167,30.030000686645508,5.429999828338623,30.044288635253906,668.96533203125,39.88791275024414,13.502683639526367,6.106203079223633,,22.659502029418945
4.0,Principado De Asturias,1966.0,3.909382824215403,,,,,,,31.04444122314453,670.01220703125,42.48976135253906,14.260560035705566,6.287752628326416,,22.34093475341797
4.0,Principado De Asturias,1967.0,4.073122139489164,10.5600004196167,18.309999465942383,24.799999237060547,8.680000305175781,31.170000076293945,6.480000019073486,32.01376724243164,672.9226684570312,45.51075744628906,15.119030952453613,6.5061116218566895,,21.481456756591797
4.0,Principado De Asturias,1968.0,4.308626141693892,,,,,,,32.952903747558594,672.7047729492188,52.73724365234375,16.033485412597656,6.6247100830078125,,23.038053512573242
4.0,Principado De Asturias,1969.0,4.549700190291613,9.859999656677246,16.059999465942383,26.979999542236328,8.800000190734863,31.389999389648438,6.909999847412109,33.86246109008789,672.2512817382812,60.211219787597656,17.042001724243164,7.0839643478393555,98.73999786376953,26.049453735351562
4.0,Principado De Asturias,1970.0,4.631605151039436,,,,,,,,,,,,,23.937179565429688
4.0,Principado De Asturias,1971.0,4.699657345390157,,,,,,,,,,,,,21.74786376953125
4.0,Principado De Asturias,1972.0,5.0225648768320665,,,,,,,,,,,,,21.009681701660156
4.0,Principado De Asturias,1973.0,5.345615364081245,,,,,,,,,,,,,22.831401824951172
4.0,Principado De Asturias,1974.0,5.502499338219215,,,,,,,,,,,,,24.34782600402832
4.0,Principado De Asturias,1975.0,5.651956583833191,,,,,,,,,,,,,23.062095642089844
4.0,Principado De Asturias,1976.0,5.592259459071962,,,,,,,,,,,,,20.973421096801758
4.0,Principado De Asturias,1977.0,5.538703332251053,,,,,,,,,,,,,22.239246368408203
4.0,Principado De Asturias,1978.0,5.614610250865824,,,,,,,,,,,,,19.366674423217773
4.0,Principado De Asturias,1979.0,5.704298893814937,,,,,,,,,,,,,18.128252029418945
4.0,Principado De Asturias,1980.0,5.796986557830576,,,,,,,,,,,,,16.13027572631836
4.0,Principado De Asturias,1981.0,5.935661100176736,,,,,,,,,,,,,15.48353385925293
4.0,Principado De Asturias,1982.0,5.849757299393254,,,,,,,,,,,,,17.84812355041504
4.0,Principado De Asturias,1983.0,5.769066155484594,,,,,,,,,,,,,17.3350830078125
4.0,Principado De Asturias,1984.0,5.887318066071525,,,,,,,,,,,,,15.750106811523438
4.0,Principado De Asturias,1985.0,6.011282543017844,,,,,,,,,,,,,16.305553436279297
4.0,Principado De Asturias,1986.0,6.2347900251155925,,,,,,,,,,,,,19.254858016967773
4.0,Principado De Asturias,1987.0,6.465295804156402,,,,,,,,,,,,,21.510318756103516
4.0,Principado De Asturias,1988.0,6.688160420962315,,,,,,,,,,,,,21.13117218017578
4.0,Principado De Asturias,1989.0,6.913524585191062,,,,,,,,,,,,,20.36362075805664
4.0,Principado De Asturias,1990.0,6.983147550058242,,,,,,,,,,,,,22.212276458740234
4.0,Principado De Asturias,1991.0,7.040631039011176,,,,,,,,,,,,,23.660430908203125
4.0,Principado De Asturias,1992.0,6.922807560005177,,,,,,,,,,,,,20.540019989013672
4.0,Principado De Asturias,1993.0,6.798343173574292,,,,,,,,,,,,,18.537837982177734
4.0,Principado De Asturias,1994.0,6.954155850839492,,,,,,,,,,,,,18.607378005981445
4.0,Principado De Asturias,1995.0,7.116466915563188,,,,,,,,,,,,,18.421979904174805
4.0,Principado De Asturias,1996.0,7.2172237375537796,,,,,,,,,,,,,
4.0,Principado De Asturias,1997.0,7.475721396844206,,,,,,,,,,,,,
5.0,Baleares (Islas),1955.0,3.143958860177784,,,,,,,,,,,,,
5.0,Baleares (Islas),1956.0,3.3477578357913367,,,,,,,,,,,,,
5.0,Baleares (Islas),1957.0,3.549628651370256,,,,,,,,,,,,,
5.0,Baleares (Islas),1958.0,3.6426734869836297,,,,,,,,,,,,,
5.0,Baleares (Islas),1959.0,3.7348616773555774,,,,,,,,,,,,,
5.0,Baleares (Islas),1960.0,4.058840505670255,,,,,,,,,,,,,
5.0,Baleares (Islas),1961.0,4.3602541084801665,16.34000015258789,2.140000104904175,22.15999984741211,7.059999942779541,45.380001068115234,6.929999828338623,,,,,,,
5.0,Baleares (Islas),1962.0,4.646172696472883,,,,,,,,,,,,,
5.0,Baleares (Islas),1963.0,4.911525261058225,15.800000190734863,1.940000057220459,20.09000015258789,8.149999618530273,48.290000915527344,5.730000019073486,,,,,,,
5.0,Baleares (Islas),1964.0,5.050699712888951,,,,,,,48.078617095947266,294.38134765625,14.788241386413574,5.303598403930664,3.3519999980926514,,14.179034233093262
5.0,Baleares (Islas),1965.0,5.184661507844857,12.510000228881836,2.140000104904175,18.790000915527344,8.880000114440918,52.099998474121094,5.579999923706055,48.017120361328125,296.6788330078125,16.25817108154297,5.512087821960449,3.466468572616577,,19.002500534057617
5.0,Baleares (Islas),1966.0,5.466795253671942,,,,,,,47.94920349121094,299.2917175292969,17.90406608581543,5.751986026763916,3.5897774696350098,,26.25341033935547
5.0,Baleares (Islas),1967.0,5.737646386746644,11.010000228881836,2.119999885559082,16.530000686645508,8.600000381469727,54.779998779296875,6.960000038146973,47.875038146972656,302.80609130859375,19.802547454833984,6.02474308013916,3.7353618144989014,,29.70153045654297
5.0,Baleares (Islas),1968.0,6.161453695986415,,,,,,,47.7947998046875,304.9363098144531,23.670024871826172,6.31135892868042,3.824725866317749,,30.761695861816406
5.0,Baleares (Islas),1969.0,6.581691032612334,9.989999771118164,2.0399999618530273,13.720000267028809,8.779999732971191,58.209999084472656,7.269999980926514,47.708656311035156,306.78741455078125,27.848173141479492,6.625851154327393,4.11259126663208,104.16999816894531,26.752099990844727
5.0,Baleares (Islas),1970.0,6.887032433395146,,,,,,,,,,,,,26.44374656677246
5.0,Baleares (Islas),1971.0,7.168666269737665,,,,,,,,,,,,,23.7412166595459
5.0,Baleares (Islas),1972.0,7.570693738730899,,,,,,,,,,,,,23.80752182006836
